"TIME","GEO","HHTYP","INDIC_IL","UNIT","Value","Flag and Footnotes"
"2012","Latvia","Single person","Median equivalised net income","Euro","3,089",""
"2012","Latvia","Single person","Median equivalised net income","National currency","3,089",""
"2012","Latvia","Single person","Median equivalised net income","Purchasing power standard (PPS)","4,235",""
"2012","Latvia","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2012","Latvia","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2012","Latvia","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Latvia","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2012","Latvia","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2012","Latvia","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Latvia","Single person with dependent children","Median equivalised net income","Euro","3,111",""
"2012","Latvia","Single person with dependent children","Median equivalised net income","National currency","3,111",""
"2012","Latvia","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","4,265",""
"2012","Lithuania","Total","Median equivalised net income","Euro","4,337",""
"2012","Lithuania","Total","Median equivalised net income","National currency","14,975",""
"2012","Lithuania","Total","Median equivalised net income","Purchasing power standard (PPS)","6,724",""
"2012","Lithuania","Single person","Median equivalised net income","Euro","3,102",""
"2012","Lithuania","Single person","Median equivalised net income","National currency","10,711",""
"2012","Lithuania","Single person","Median equivalised net income","Purchasing power standard (PPS)","4,810",""
"2012","Lithuania","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2012","Lithuania","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2012","Lithuania","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Lithuania","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2012","Lithuania","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2012","Lithuania","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Lithuania","Single person with dependent children","Median equivalised net income","Euro","3,475",""
"2012","Lithuania","Single person with dependent children","Median equivalised net income","National currency","12,000",""
"2012","Lithuania","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","5,388",""
"2012","Luxembourg","Total","Median equivalised net income","Euro","32,779",""
"2012","Luxembourg","Total","Median equivalised net income","National currency","32,779",""
"2012","Luxembourg","Total","Median equivalised net income","Purchasing power standard (PPS)","26,579",""
"2012","Luxembourg","Single person","Median equivalised net income","Euro","33,987",""
"2012","Luxembourg","Single person","Median equivalised net income","National currency","33,987",""
"2012","Luxembourg","Single person","Median equivalised net income","Purchasing power standard (PPS)","27,559",""
"2012","Luxembourg","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2012","Luxembourg","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2012","Luxembourg","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Luxembourg","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2012","Luxembourg","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2012","Luxembourg","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Luxembourg","Single person with dependent children","Median equivalised net income","Euro","20,704",""
"2012","Luxembourg","Single person with dependent children","Median equivalised net income","National currency","20,704",""
"2012","Luxembourg","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","16,788",""
"2012","Hungary","Total","Median equivalised net income","Euro","4,696",""
"2012","Hungary","Total","Median equivalised net income","National currency","1,312,000",""
"2012","Hungary","Total","Median equivalised net income","Purchasing power standard (PPS)","7,604",""
"2012","Hungary","Single person","Median equivalised net income","Euro","4,052",""
"2012","Hungary","Single person","Median equivalised net income","National currency","1,131,997",""
"2012","Hungary","Single person","Median equivalised net income","Purchasing power standard (PPS)","6,561",""
"2012","Hungary","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2012","Hungary","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2012","Hungary","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Hungary","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2012","Hungary","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2012","Hungary","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Hungary","Single person with dependent children","Median equivalised net income","Euro","3,822",""
"2012","Hungary","Single person with dependent children","Median equivalised net income","National currency","1,067,848",""
"2012","Hungary","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","6,189",""
"2012","Malta","Total","Median equivalised net income","Euro","11,449",""
"2012","Malta","Total","Median equivalised net income","National currency","11,449",""
"2012","Malta","Total","Median equivalised net income","Purchasing power standard (PPS)","14,600",""
"2012","Malta","Single person","Median equivalised net income","Euro","8,970",""
"2012","Malta","Single person","Median equivalised net income","National currency","8,970",""
"2012","Malta","Single person","Median equivalised net income","Purchasing power standard (PPS)","11,439",""
"2012","Malta","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2012","Malta","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2012","Malta","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Malta","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2012","Malta","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2012","Malta","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Malta","Single person with dependent children","Median equivalised net income","Euro","7,265",""
"2012","Malta","Single person with dependent children","Median equivalised net income","National currency","7,265",""
"2012","Malta","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","9,265",""
"2012","Netherlands","Total","Median equivalised net income","Euro","20,562",""
"2012","Netherlands","Total","Median equivalised net income","National currency","20,562",""
"2012","Netherlands","Total","Median equivalised net income","Purchasing power standard (PPS)","18,978",""
"2012","Netherlands","Single person","Median equivalised net income","Euro","17,401",""
"2012","Netherlands","Single person","Median equivalised net income","National currency","17,401",""
"2012","Netherlands","Single person","Median equivalised net income","Purchasing power standard (PPS)","16,060",""
"2012","Netherlands","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2012","Netherlands","One adult younger than 64 years","Median equivalised net income","National currency",":",""
